winery,variety,points,price,amount_of_wines,description
Adelaida Cellars,Mourvèdre,90.0,50.0,1,"Spicy cracked peppercorns, light tar, fresh picked lavender and light purple fruits show on the savory nose of this bottling. More strong pepper notes show on the palate, as do tart elderberries, sesame, soy and hoisin elements, with a nice smoked meat character adding to the delicious complexity."
Adelaida Cellars,Rhône-style Red Blend,90.0,50.0,1,"There's magic in this 65% Petit Verdot and 35% Sangiovese combination. This shows concentrated cherry and kirsch aromas, touches of shiitake and porcini mushrooms and plenty of turned, wet earth aromas. The palate, framed by chalky tannins, offers more mushrooms and truffles in a black cherry-chocolate gravy, proving quite luxurious and interesting at once."
Adelaida Cellars,Syrah,88.0,60.0,1,"Softened by 6% Merlot, this lovely concoction opens with a waft of smoky cigar box, becoming a bold, loud expression of the variety dotted in classic notes of cassis and cedar. A luxuriously velvety texture is the standout, though, supported by great structure and length."
Adelsheim,Auxerrois,89.75,22.75,4,"This is a lovely wine, classically rendered in cedar, herb and red cherry. The dried herb and forest floor elements persist on the palate, with bursts of acidity giving it life and lingering persistence, the tannins well-integrated."
Adelsheim,Chardonnay,91.2,43.7,10,"The aromas are bright, with notes of barrel spice, vanilla, pineapple and lees. The palate is full bodied, with textured and richly flavored tropical fruit notes that lead to a warm vanilla-filled finish. The oak seems a bit heavy handed."
Adelsheim,Pinot Auxerrois,89.0,22.0,1,"Aromas of sea salt, olive brine, smoked meat, herb and earth lead to medium-bodied fruit flavors that run warm on the finish. There are plenty of good things going on but they don't seem to entirely come together."
Adelsheim,Pinot Blanc,90.0,24.0,3,"This one-of-a-kind in the state wine was fermented on skins for 12 days, giving it a light-orange color. The aromas leap up from the glass, with notes of spice, lychee, orange peel and mineral. The palate is dry and textured, with a rich but still sleek feel. Put it on the dinner table to see it shine."
Adelsheim,Pinot Noir,91.51,77.09,43,"This incredibly zesty and fruity bottling shows raspberry, lavender and white pepper on the nose. It's fun to sip, with snappy red fruits and hibiscus most prominent. Complexity comes from touches of rooibos tea and potpourri. It's still extremely youthful."
Adelsheim,Syrah,89.33,45.0,3,"This is an expressive example of this variety, especially considering the stainless steel aging. The aromas are bright, with notes of apple, pear and melon. The cantaloupe flavors are broad and fleshy, lingering on the finish. It brings a lot of appeal."
Admirable Family Vineyard,Syrah-Merlot,88.0,59.0,1,"Purple fruit and wood spice intermingle on the aromas, along with clove, herb and baking spice, showing a touch of volatility. The fruit flavors are big and bold, bringing a sense of structure and liveliness. It's an intriguing example of the variety from an up-and-coming vineyard."
Admirable Family Vineyard,Viognier-Chardonnay,88.0,49.0,1,"Light and lively aromas of dried red berries, concentrated roses, cola and black plums show on the nose of this very accessible and pleasurable Sangiovese. The cohesive palate integrates cherry, cola and milk-chocolate flavors into an easy-drinking frame, perfect for barbecues or family-style Italian meals."
Aequorea,Pinot Gris,93.0,34.0,1,"It's rare to find a varietally labeled Grenache that comes in under 13% alcohol, but here you have it. Blended with 10% Syrah, it has notes of white pepper, smoked meat, savory spices and red fruit. What it lacks in terms of depth it makes up for in purity and elegance."
Aequorea,Pinot Noir,93.33,43.33,3,"Named after the blending of Steelhead Run and Ox vineyard blocks, this appealing wine is fresh and varietal with notes of ripe peach and herbs. Aged six months in stainless steel and coming in at a low 12% alcohol, the fruit concentration is lighter in style but still offers enjoyment."
Aesthete,Sauvignon Blanc,93.0,55.0,1,"Grüner Veltliner, though still rare, shows good promise in Oregon. This is a big, sappy, ripe version that's borderline syrupy, with big flavors of peaches and apricots. But the supporting acids, and a lick of mineral, keep it from crashing."
Aether Wine Company,Chardonnay,94.0,36.0,1,"Each year, this wine is intended to be an experiment. This vintage's creativity involves the addition of soil from the Santa Rita Hills to vineyards in the Russian River Valley. Yeasty on the nose, the result is rich and decadent, a wine that's juicy and velvety in black and red fruit and pillowy tannins. A warmth of spice lingers on the finish."
Aether Wine Company,Pinot Noir,94.5,57.5,2,"From a two-acre block within the amazing Maple Vineyard planted in 1910, this wine also contains 10% Petite Sirah and 10% mixed blacks. Baked berry pie comes to mind first, conjuring up all things good and right in the world, topped in bourbon whipped cream and nutmeg. Good acidity buoys the proceedings. Drink now through 2021."
Agate Ridge,Petite Sirah,84.0,26.0,1,"Yields tend to be low in this dry-farmed vineyard, which especially struggles during a drought, but the quality is fantastic. Aromas of browned toast, popcorn, Meyer-lemon pith, honey pollen and a mineral herbal chamomile character show on the nose. A vibrant chalkiness reveals itself on the sip, with lemon blossom and grapefruit pith keeping the palate tight, grippy and texturally zippy."
Agate Ridge,Pinot Gris,85.0,14.0,1,"Boosted by 5% Petit Verdot, this bottling shows lush aromas of fudge, black plum, black currant, soy and black pepper. The palate is dense and thick with more black fruit as well as caramel, purple flowers, milk chocolate and mint-chip ice cream, proving concentrated and decadent."
Agate Ridge,Pinot Noir,82.0,24.0,1,"Pommard and Wädenswil clones are combined here, yielding a stylish, well-defined wine with spicy berry fruit. Flavors punch through into a deep and detailed finish, with streaks of cola and caramel. The balance is spot-on."
Agate Ridge,Red Blend,83.0,38.5,2,"With a smidgen of Petit Verdot, this dark, tight and leathery wine is exalted in tobacco, graphite and tar, still youthfully awkward and shy. The flavors lean savory into meaty aspects of currant and clove, waiting to find companionship in fruit. Drink now after a decant, or cellar through 2023."
Agate Ridge,Syrah,88.0,24.0,1,"This is one of the best balanced and most elegant Zins around. Very fresh in aroma, it's slightly yeasty like freshly fermented wine, and with subtly gorgeous cherry and blackberry flavors layered with light cedar and cocoa spiciness. Not only is the finish lingering, but the wine still tasted great two days after pulling the cork."
Agate Ridge,Viognier,82.5,19.0,2,"This cuvée is made with the oldest Pommard clones in the estate vineyard. It's a sharp-edged, reserve-level wine with a defining streak of peppery herb. The black fruits and barrel flavors of licorice, espresso and dark chocolate promise further depth as it ages. Drink 2020–2030."
Agnitio,Chardonnay,90.0,55.0,2,"Syrupy thick at first, decadent enough for a king, this rich red is defined by vanilla French toast and blackberry jam aromas and flavors. It finds balance midway through on the palate, veering into crisper red tones of cranberry and rhubarb. Time will help mellow things out. Cellar through 2020."
Agnitio,Pinot Noir,86.0,70.0,1,"Ripe black cherry and vanilla swirl around notes of cedar and dusty tannins, combining seamlessly on the palate. From an appellation not known for the variety, it does justice to mountain fruit and power, finishing with substance."
Aiken,Pinot Noir,92.0,55.0,1,"All varietal, this wine offers unique aromas of toast, fig, dried herb and exotic spice. The purple fruit flavors are deft in style with a pleasing sense of balance, length and texture."
Airfield Estates,Bordeaux-style Red Blend,87.5,29.33,6,"Dark berry, herb and fig aromas lead to dense, full and palate-coating dark fruit flavors. It checks all the boxes for varietal correctness, concentration and value."
Airfield Estates,Cabernet Sauvignon,88.33,30.67,3,"From a knoll in Carneros, oft thought of as chilly for Cabernet, this wine exhibits cooler aspects of the variety, from pencil lead and cedar to dried herb. It is complemented by fruitier characteristics of cassis and plum, finishing in dusty, structured tannins. Cellar through 2017–2020."
Airfield Estates,Chardonnay,87.33,18.83,6,"Otis Harlan Vineyard in the Rattlesnake Hills provides the fruit for this wine. Distinctive aromas of lees, almond, toast and grass lead to creamy stone-fruit flavors that show persistence on the finish."
Airfield Estates,Merlot,86.0,18.0,1,"Brooding aromas of barrel spice, black cherry, coffee bean and herb lead to tart, focused fruit and barrel flavors that linger."
Airfield Estates,Red Blend,85.8,22.2,5,"All Syrah, this blend of Yakima Valley and Wahluke Slope fruit offers aromas and flavors of cocoa, vanilla, pepper and dark cherry. The pleasing interplay of fruit and barrel comes with a soft, pillowy feel."
Airfield Estates,Rhône-style Red Blend,88.25,25.0,4,"This wine is aromatically reserved with notes of milk chocolate, char, berry, barrel spices and high-toned herbs. It's silky and polished in feel, with richness and elegance to the coffee flavors."
Airfield Estates,Rhône-style White Blend,88.5,19.0,2,"This wine pushes the notion of low alcohol, giving soft and subtle an extreme definition. As such, it will not please everyone. Earthy spice and an exotic notion of orange blossom dance around a light, clear body and high-toned minerality. It hails from a foggy, shaded vineyard in Freestone."
Airfield Estates,Riesling,87.33,19.33,3,"Straw-yellow in the glass, this wine from organically grown, nearly 35-year-old vines shows iodine, citrus pith, yogurt and seared lemon peels in the restrained, minerally nose. The even-keeled, focused palate seamlessly integrates dairy elements with tangerine rinds and a mellow acidity."
Airfield Estates,Rosé,86.67,15.0,3,"This appealing wine displays aromas of cherry, plum, cocoa, pencil lead and Mounds Bar. It's reserved in style with tart cranberry and cherry flavors, showing a good sense of acid balance along with grainy tannins."
Airfield Estates,White Blend,87.33,14.33,3,"From vineyards in the high-desert Cuyama Valley comes this blend of 40% Cabernet Sauvignon, 25% Tempranillo, 20% Grenache and 15% Petite Sirah. On the nose, it shows chopped fresh mint, rose blossoms, fennel, black cherries and teriyaki beef jerky. Black pepper and soy mark the palate, along with blackberry juice and a slate-driven minerality."
